t,meas_left,meas_right
1753187050.123045,-0.5759586531581288,-0.3839724354387525
1753187050.2481513,-0.5585053606381855,-0.3490658503988659
1753187050.2699986,-0.5585053606381855,-0.3490658503988659
1753187050.3747156,-0.5410520681182421,-0.33161255787892263
1753187050.4718132,-0.5410520681182421,-0.33161255787892263
1753187050.500008,-0.5061454830783556,-0.3141592653589793
1753187050.6275969,-0.5061454830783556,-0.2792526803190927
1753187050.6740658,-0.5061454830783556,-0.2792526803190927
1753187050.7530072,-0.47123889803846897,-0.2617993877991494
1753187050.87546,-0.47123889803846897,-0.2617993877991494
1753187050.879477,-0.4363323129985824,-0.24434609527920614
1753187051.0040658,-0.4188790204786391,-0.20943951023931956
1753187051.0772336,-0.4188790204786391,-0.20943951023931956
1753187051.1292355,-0.3839724354387525,-0.19198621771937624
1753187051.2545998,-0.3665191429188092,-0.17453292519943295
1753187051.2794528,-0.3665191429188092,-0.17453292519943295
1753187051.3800619,-0.3490658503988659,-0.13962634015954636
1753187051.4815395,-0.3490658503988659,-0.13962634015954636
1753187051.5057094,-0.3141592653589793,-0.13962634015954636
1753187051.6310213,-0.29670597283903605,-0.10471975511965978
1753187051.6830118,-0.29670597283903605,-0.10471975511965978
1753187051.7589283,-0.2792526803190927,-0.06981317007977318
